,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1997,retweet  wuhan whistleblower doctor remembered a year after death from coronavirus  ,RT @nypost: Wuhan whistleblower doctor remembered a year after death from COVID-19 https://t.co/0yqZOSh9Jb https://t.co/svb69hNwKP,Wed Feb 10 13:55:52 +0000 2021,0,0,0,0,0,0,0,0,1,0
1998,who experts in wuhan have concluded that coronavirus came from an animal  but they have not been able to identify which animal was the face with monocle,WHO experts in Wuhan have concluded that Covid-19 came from an animal. But they have not been able to identify which animal was the source.🧐🧐,Wed Feb 10 14:02:53 +0000 2021,0,0,0,0,0,0,0,1,1,0
1999,"retweet  big story about to drop 

wuhan  cash  coronavirus ","RT @RaheemKassam: Big story about to drop.

Wuhan. Cash. COVID.",Thu Feb 11 01:39:07 +0000 2021,0,0,0,0,0,0,0,0,0,1
2000,retweet  after completing love ccp training  such photos in front of anti  coronavirus trophy exhibition in wuhan are required to show…,"RT @DrLiMengYAN1: After completing love-CCP training, such photos in front of anti-#COVID19 trophy exhibition in Wuhan are required to show…",Mon Feb 22 23:06:27 +0000 2021,0,0,0,0,0,0,1,0,0,1
2001,retweet  facebook’s false fact check of my exclusive revealing wuhan institute virology is linked to pla and likely source of coronav…,RT @BillGertz: Facebook’s false fact check of my exclusive revealing Wuhan Institute Virology is linked to PLA and likely source of coronav…,Wed Feb 24 14:31:36 +0000 2021,0,0,0,0,0,0,1,1,0,0
2002,retweet  sinopharm s second coronavirus vaccine developed in wuhan is effective in preventing coronavirus in 72 5  of people https  …,RT @BloombergAsia: Sinopharm's second coronavirus vaccine developed in Wuhan is effective in preventing Covid-19 in 72.5% of people https:/…,Wed Feb 24 14:44:32 +0000 2021,1,0,0,0,0,0,0,0,1,0
2003,retweet  on march 4 from  films  we will have awards contender  76days  an extraordinary look at wuhan in the early days of…,"RT @paramountplus: On March 4 from @MTVDocs Films, we’ll have Awards contender #76Days, an extraordinary look at Wuhan in the early days of…",Thu Feb 25 03:26:16 +0000 2021,1,0,0,0,0,0,0,0,1,0
2004,retweet  1  at the end of december 2019  wenliang  an eye doctor from wuhan  noticed an allegedly unusual incidence of pneumoni…,"RT @theotherphilipp: 1/ At the end of December 2019, Wenliang, an eye doctor from Wuhan, noticed an allegedly unusual incidence of pneumoni…",Fri Feb 26 07:07:45 +0000 2021,0,0,0,0,0,1,0,0,1,0
2005,retweet  asian hate crimes are up 700  since trump and his xenophobic  racist cohorts started calling coronavirus the wuhan virus  ku…,"RT @h3h3productions: Asian hate crimes are up 700% since Trump and his xenophobic, racist cohorts started calling Covid the Wuhan virus, ku…",Fri Feb 26 08:50:23 +0000 2021,0,0,0,0,0,0,1,0,0,0
2006,"retweet  these are not 5 mysteries but 5 origin theories with no data that support them 

no wuhan prior serconversion  who tested 540…","RT @quay_dr: These are not 5 mysteries but 5 origin theories with NO data that support them:

no Wuhan prior serconversion (WHO tested 540…",Mon Mar 01 15:01:14 +0000 2021,0,0,0,0,0,0,0,1,0,0
2007,who scraps plan for interim report on wuhan virus mission  report ,WHO Scraps Plan For Interim Report On Wuhan Virus Mission: Report https://t.co/H6OFMC3O2Y,Fri Mar 05 06:21:01 +0000 2021,0,0,0,0,0,0,0,0,1,0
2008, i was so happy to see wuhan emerged from lockdown  but also emotional to see how other cities suffered in the end of wuhan s lockdown ,"""I was so happy to see Wuhan emerged from lockdown, but also emotional to see how other cities suffered in the end of Wuhan's lockdown""",Fri Mar 05 13:34:39 +0000 2021,1,0,0,0,0,1,0,0,0,0
2009, there were two of them filming  and each filmed individually  my co director is anonymous  for half the time he film without audio  but because wuhan was under lockdown it took me a month to get him a mic  but we have a great mixer  because there were lots of noise  ,"""There were two of them filming, and each filmed individually. My co-director is anonymous, for half the time he film without audio. But because Wuhan was under lockdown it took me a month to get him a mic. But we have a great mixer, because there were lots of noise.""",Fri Mar 05 13:39:17 +0000 2021,0,0,0,0,0,0,0,0,0,1
2010,retweet  uhan s controversial  virology institute is doing research on another virus  this one could be even more deadly than…,RT @ChinaInFocusNTD: #Wuhan's controversial #virology Institute is doing research on another virus. This one could be even more deadly than…,Fri Mar 05 14:59:57 +0000 2021,0,0,0,0,0,0,1,0,0,0
2011,retweet  the findings of the ho mission to uhan on the origins of  coronavirus are expected to release in mid march  who hat tip,RT @globaltimesnews: The findings of the #WHO mission to #Wuhan on the origins of #coronavirus are expected to release in mid-March: WHO ht…,Sat Mar 06 00:46:28 +0000 2021,0,0,0,0,0,0,0,0,1,0
2012,retweet  my hotel  not the apa  calls the coronavirus the “wuhan virus ” ,RT @DavidMcNeill3: My hotel (not the APA) calls the coronavirus the “Wuhan virus.” https://t.co/cZ7TUBXp5b,Sat Mar 06 04:04:36 +0000 2021,0,0,0,0,0,0,1,0,0,0
2013,retweet  police car light the virus almost certainly came from the  uhan biological weapons lab   a bio weapon transformed by the  cc…,"RT @paulhunghk1001: 🚨NAVARRO: THE VIRUS ALMOST CERTAINLY CAME FROM THE ""#WUHAN BIOLOGICAL WEAPONS LAB"", A BIO WEAPON TRANSFORMED BY THE #CC…",Wed Mar 17 12:59:24 +0000 2021,0,0,0,0,0,0,0,1,0,0
2014,retweet  when will physician be investigated for sending millions to the wuhan lab  it is possible he helped pay for this coronavirus disa…,RT @replouiegohmert: When will Fauci be investigated for sending millions to the Wuhan lab? It’s possible he helped pay for this COVID disa…,Wed Mar 17 14:22:04 +0000 2021,0,0,0,0,0,0,0,1,0,0
2015,retweet  wuhan virus and kungflu was not just donald trump creation  how many asian americans have been called “chinks” or “gooks” or to…,RT @christineahn: Wuhan virus and kungflu wasn’t just Trump’s creation. How many Asian Americans have been called “chinks” or “gooks” or to…,Wed Mar 17 16:26:55 +0000 2021,0,0,0,0,0,0,1,0,0,1
2016,retweet  why is who is “unbiased” coronavirus investigator  giving shi zhengli – the director of the wuhan institute of…,RT @nataliegwinters: Why is WHO’s “unbiased” Covid-19 investigator @PeterDaszak giving Shi Zhengli – the director of the Wuhan Institute of…,Sun Mar 28 05:46:53 +0000 2021,0,0,0,0,0,0,1,0,0,0
2017,"retweet  another important discovery by  coronavirus detective 
yigang tong is the military link to the wuhan institute…","RT @LawrenceSellin: Another important discovery by #COVID19 detective @himalaya_de
Yigang Tong is the military link to the Wuhan Institute…",Sat May 01 08:28:35 +0000 2021,0,0,0,0,0,0,0,1,1,0
2018,retweet   inpics   as the world struggles to control the deadly coronavirus pandemic  wuhan hosted its first open air music festival …,"RT @WIONews: #InPics | As the world struggles to control the deadly coronavirus pandemic, Wuhan hosted its first open-air music festival.…",Mon May 03 05:42:54 +0000 2021,0,0,0,0,0,0,0,0,1,0
2019, this is scientifically unproven  corona has exist in nature even before wuhan for example in barcelona’s sewer early 2019  not even un researcher found any evidence about it ,"@msnorthcott This is scientifically unproven, corona has exist in nature even before Wuhan for example in Barcelona’s sewer early 2019. Not even UN researcher found any evidence about it.",Mon May 03 06:17:10 +0000 2021,0,0,0,0,0,0,0,1,0,0
2020, this is scientifically unproven  corona has exist in nature even before wuhan for example in barcelona’s sewer early 2019  not even un researcher found any evidence about it  now you believe a retired  mi6 who is not even a scientist ,"@naomirwolf This is scientifically unproven, corona has exist in nature even before Wuhan for example in Barcelona’s sewer early 2019. Not even UN researcher found any evidence about it. Now you believe a retired  MI6 who’s not even a scientist?",Mon May 03 06:18:16 +0000 2021,0,0,0,0,0,0,1,1,0,0
2021,thank you wuhan for the fucking virus you have made  over three million around the world have died  then now you celebrate it     clapping hands ,"Thank you Wuhan for the fucking virus you've made! Over three million around the world have died, then now you celebrate it (?) 👏 https://t.co/bs0nsFDEPQ",Mon May 03 07:21:52 +0000 2021,0,0,0,0,0,0,1,0,0,1
2022,"retweet  wuhan music festival     city where coronavirus first emerged    
they are not getting 2nd or 3rd wave   they are chilling","RT @OYERJALOK: Wuhan Music festival ... City where Covid 19 first emerged !! 
They are not getting 2nd or 3rd wave . They are chilling",Mon May 03 07:52:16 +0000 2021,0,0,0,0,1,0,0,0,0,1
2023,retweet   we have not funded gain of function research on this virus in the wuhan institute of virology  no matter how many times you s…,"RT @atrupar: ""We have not funded gain of function research on this virus in the Wuhan Institute of Virology. No matter how many times you s…",Wed May 12 04:54:32 +0000 2021,0,0,0,0,0,0,1,0,0,0
2024,"retweet  revealed  google funded wuhan institute of virology s top research partner peter daszak for over a decade 

could this…","RT @nataliegwinters: REVEALED: Google Funded Wuhan Institute Of Virology's Top Research Partner Peter Daszak For Over A Decade.

Could this…",Wed Jun 23 04:32:48 +0000 2021,0,0,0,0,0,0,0,1,0,0
2025,retweet  wuhan university appears to be deleting sarscov2 sequence data from early in the pandemic  ,RT @ATabarrok: Wuhan University appears to be deleting SARSCoV2 sequence data from early in the pandemic. https://t.co/JMgZs0tbVR,Wed Jun 23 04:39:43 +0000 2021,0,0,0,0,0,0,0,0,1,0
2026,retweet  wuhan university appears to be deleting sarscov2 sequence data from early in the pandemic ,RT @ATabarrok: Wuhan University appears to be deleting SARSCoV2 sequence data from early in the pandemic.,Wed Jun 23 04:40:58 +0000 2021,0,0,0,0,0,0,0,0,1,0
2027,retweet  video indicates bats kept at wuhan lab before coronavirus pandemic  ,RT @IndoPac_Info: Video indicates bats kept at Wuhan lab before COVID pandemic https://t.co/ekWkPSK4Qv https://t.co/x1P33bwg2o,Wed Jun 23 06:07:52 +0000 2021,0,0,0,0,1,0,0,0,1,0
2028,retweet  uhan residents talk about life in the city a year after the  lockdown ,RT @RT_com: #Wuhan residents talk about life in the city a year after the #lockdown https://t.co/3bEpRbFcCN,Mon Feb 01 09:44:38 +0000 2021,0,0,0,0,1,0,0,0,1,0
2029,tweets of the day   share about war news  who team visits wuhan market where first coronavirus infections detected  — reuters   reuters  january 31  2021 coronavirus  eu and uk  reset  relations after ni vaccine row… ,"Tweets Of The Day - Share about war news: WHO team visits Wuhan market where first COVID infections detected https://t.co/pftfl9pva6 https://t.co/WEVRlfxU5G— Reuters (@Reuters) January 31, 2021 Covid: EU and UK 'reset' relations after NI vaccine row… https://t.co/CC4JJZzjWc",Mon Feb 01 13:17:03 +0000 2021,0,0,0,0,0,0,0,0,1,0
2030,retweet  these wuhan residents do not believe the who team can find the truth about coronavirus — here s why ,RT @abcnews: These Wuhan residents don't believe the WHO team can find the truth about COVID-19 — here's why https://t.co/TrLhsq80I7,Mon Feb 01 18:22:30 +0000 2021,0,0,0,0,0,0,1,1,0,0
2031,who investigates in wuhan  merkel makes a vow  virus update ,WHO Investigates in Wuhan; Merkel Makes a Vow: Virus Update https://t.co/aWBc1cxWpk,Mon Feb 01 23:16:35 +0000 2021,0,0,0,0,0,0,1,0,0,1
2032,retweet   instead of remembering my hometown as the  the place where coronavirus originated   i want people to respect wuhan as a city…,"RT @TwitterAsians: ""Instead of remembering my hometown as the 'the place where COVID originated', I want people to respect Wuhan as a city…",Mon Feb 01 23:43:02 +0000 2021,1,0,0,0,0,0,1,0,0,0
2033,retweet  one year after wuhan’s lockdown  cnn’s  returned to the original epicenter of the coronavirus pandemic  the city has…,"RT @CNN: One year after Wuhan’s lockdown, CNN’s @David_Culver returned to the original epicenter of the coronavirus pandemic. The city has…",Tue Feb 02 01:24:21 +0000 2021,0,0,0,0,0,0,0,0,1,0
2034,these wuhan residents do not believe the who team can find the truth about coronavirus — here s why ,These Wuhan residents don't believe the WHO team can find the truth about COVID-19 — here's why https://t.co/I1JlPX8hnV,Tue Feb 02 01:48:53 +0000 2021,0,0,0,0,0,0,1,1,0,0
2035,"wuhan  the birthplace of coronavirus 
change my mind","Wuhan, the birthplace of Covid-19.
change my mind",Sat May 08 04:38:30 +0000 2021,1,0,0,0,0,0,0,0,0,0
2036,retweet  dr  physician is exactly who we know he is uhan,RT @RobePatriot: Dr. Fauci is exactly who we know he is #wuhan,Sat May 08 05:12:14 +0000 2021,0,0,0,0,0,0,0,1,0,0
2037,"retweet  trump s america bouncing from  it s a hoax  to  it was made in a lab in uhan with tax payer dollars   so which is it  

no…","RT @reason_or: Trump's America bouncing from 'it's a hoax' to 'it was made in a lab in #Wuhan with tax payer dollars'. So which is it ?

No…",Sat May 08 05:16:06 +0000 2021,0,0,0,0,0,0,0,1,0,0
2038, wuhan name should be changed to coronavirus  uhan,@JackPosobiec Wuhan name should be changed to Covid. #Wuhan,Sat May 08 06:35:43 +0000 2021,0,0,0,0,0,0,0,0,0,1
2039,no wonder corona in city of wuhan is anagram from racoon city  shit  ,No wonder Corona in city of Wuhan is anagram from Racoon City. Shit. https://t.co/oE23GpaTVA,Sat May 08 10:02:40 +0000 2021,0,0,0,0,0,0,1,0,0,1
2040,"retweet  wuhan august 2021
this is a coronavirus test robot mounting on the van  ","RT @songpinganq: Wuhan August 2021
This is a covid test robot mounting on the van. https://t.co/JWoJkwNvRo",Wed Oct 20 06:51:42 +0000 2021,0,0,0,0,0,0,0,0,0,0
2041,"when a warning of  plague came from wuhan our  government decided to ait 
 publichealth risks they know  zoonotic disease  risk to human  life   lockdowns delayed  to isolate  amp  prevent spread as with  animals   12wks allowed virus to spread creating  pandemic  2021  coronavirus ","When a warning of #plague came from Wuhan our #government decided to #Wait 
#Publichealth risks they know #zoonotic disease #Risk to human #life - lockdowns delayed (to isolate &amp; prevent spread as with #animals)  12wks allowed virus to spread creating #pandemic #2021 #Covid19 https://t.co/RFZ9YUXSpc",Wed Oct 20 09:45:03 +0000 2021,0,0,0,0,1,0,0,0,1,0
